worldname	numPredators	numPrey	mean_energy
world_8	15	160	88.35576923076923
world_9	10	51	85.79824561403508
world_10	4	35	85.45762711864407
world_1	19	192	116.6842105263158
world_2	8	186	118.66666666666667
world_3	17	106	99.75
world_4	17	191	105.8688524590164
world_5	14	39	92.61333333333333
world_6	18	10	76.48387096774194
world_7	5	173	78.58163265306122
world_8	8	117	80.69811320754717
world_9	1	6	80.1214953271028
world_10	19	131	80.77777777777777
world_1	6	152	120.0
world_2	19	49	54.2
world_3	3	24	54.25
world_4	7	181	67.71428571428571
world_5	11	170	80.34782608695652
world_6	11	122	84.57894736842105
world_7	15	24	71.30555555555556
world_8	8	69	71.725
world_9	1	21	71.5925925925926
world_10	17	172	78.8265306122449
world_1	14	130	101.14285714285714
world_2	11	73	89.52
world_3	2	192	92.07407407407408
world_4	15	77	81.07142857142857
world_5	20	91	73.14516129032258
world_6	6	178	77.75
world_7	8	196	82.6842105263158
world_8	17	169	88.34408602150538
world_9	14	96	86.69158878504673
world_10	4	14	84.83783783783784
world_1	15	184	116.8
world_2	2	197	117.94117647058823
world_3	10	200	118.81481481481481
world_4	2	107	118.34482758620689
world_5	8	111	114.32432432432432
world_6	5	177	115.23809523809524
world_7	19	16	83.19672131147541
world_8	8	22	77.21739130434783
world_9	2	121	78.12676056338029
world_10	7	147	81.52564102564102
world_1	17	183	114.17647058823529
world_2	18	110	93.0
world_3	10	109	92.11111111111111
world_4	4	102	92.91836734693878
world_5	6	87	93.54545454545455
world_6	13	87	90.01470588235294
world_7	15	101	87.72289156626506
world_8	13	146	89.73958333333333
world_9	18	6	76.5701754385965
world_10	9	147	79.36585365853658
world_1	8	157	118.875
world_2	7	104	110.46666666666667
world_3	10	48	88.24
world_4	10	177	97.54285714285714
world_5	13	101	94.9375
world_6	20	108	86.88235294117646
world_7	17	146	87.5764705882353
world_8	13	195	92.29591836734694
world_9	6	155	93.84615384615384
world_10	8	166	95.65178571428571
world_1	15	54	44.0
world_2	7	117	63.81818181818182
world_3	14	131	76.97222222222223
world_4	4	53	77.35
world_5	18	9	56.01724137931034
world_6	17	190	69.26666666666667
world_7	9	86	71.5952380952381
world_8	16	91	70.63
world_9	1	43	70.79207920792079
world_10	5	184	73.31132075471699
world_1	2	35	83.5
world_2	4	199	112.16666666666667
world_3	18	125	89.5
world_4	4	70	89.07142857142857
world_5	18	170	96.15217391304348
world_6	15	77	87.90163934426229
world_7	14	47	78.92
world_8	4	175	81.0126582278481
world_9	10	85	81.85393258426966
world_10	6	186	84.56842105263158
world_1	19	113	72.52631578947368
world_2	9	175	86.89285714285714
world_3	5	83	88.51515151515152
world_4	18	198	99.23529411764706
world_5	4	166	100.56363636363636
world_6	9	160	103.265625
world_7	1	21	102.32307692307693
world_8	7	117	102.79166666666667
world_9	6	152	103.78205128205128
world_10	16	88	97.29787234042553
world_1	4	61	84.25
world_2	1	35	84.8
world_3	2	92	90.14285714285714
world_4	11	40	61.166666666666664
world_5	9	134	76.92592592592592
world_6	3	175	81.83333333333333
world_7	14	123	85.88636363636364
world_8	9	1	71.86792452830188
world_9	10	159	79.11111111111111
world_10	8	186	83.80281690140845
world_1	19	136	85.84210526315789
world_2	4	138	91.56521739130434
world_3	20	154	92.4186046511628
world_4	18	182	98.24590163934427
world_5	9	171	101.61428571428571
world_6	15	136	99.69411764705882
world_7	12	126	100.12371134020619
world_8	7	190	101.75961538461539
world_9	15	61	95.12605042016807
world_10	9	194	97.359375
world_1	5	140	112.0
world_2	12	84	84.58823529411765
world_3	11	140	93.89285714285714
world_4	2	88	94.4
world_5	8	144	98.15789473684211
world_6	4	182	100.35714285714286
world_7	19	100	89.14754098360656
world_8	15	143	92.28947368421052
world_9	18	187	96.67021276595744
world_10	7	176	98.56435643564356
world_1	17	173	114.23529411764706
world_2	9	181	117.07692307692308
world_3	9	10	90.8
world_4	8	194	97.20930232558139
world_5	19	17	71.59677419354838
world_6	19	148	76.1604938271605
world_7	11	162	81.07608695652173
world_8	2	108	81.7127659574468
world_9	9	128	83.95145631067962
world_10	11	3	76.34210526315789
world_1	11	194	118.36363636363636
world_2	1	172	118.5
world_3	12	19	70.125
world_4	5	9	61.689655172413794
world_5	13	21	49.357142857142854
world_6	16	68	50.13793103448276
world_7	13	29	46.0
world_8	3	69	48.28378378378378
world_9	14	31	45.06818181818182
world_10	18	71	45.84905660377358
world_1	17	37	28.0
world_2	2	30	31.42105263157895
world_3	15	47	34.6764705882353
world_4	7	180	49.90243902439025
world_5	1	5	49.38095238095238
world_6	7	151	58.97959183673469
world_7	12	126	68.29508196721312
world_8	17	140	74.2051282051282
world_9	12	62	72.44444444444444
world_10	17	33	65.01869158878505
world_1	17	113	78.88235294117646
world_2	6	22	68.69565217391305
world_3	4	101	75.48148148148148
world_4	13	191	90.75
world_5	18	198	94.10344827586206
world_6	15	148	96.73972602739725
world_7	19	142	95.05434782608695
world_8	8	120	96.0
world_9	7	185	97.90654205607477
world_10	3	198	98.56363636363636
world_1	10	76	73.7
world_2	14	61	60.458333333333336
world_3	4	183	69.78571428571429
world_4	4	178	76.40625
world_5	20	165	85.71153846153847
world_6	7	146	89.08474576271186
world_7	18	153	90.96103896103897
world_8	2	165	91.79746835443038
world_9	16	158	94.88421052631578
world_10	9	127	96.53846153846153
world_1	11	157	116.81818181818181
world_2	17	151	106.85714285714286
world_3	17	193	111.77777777777777
world_4	19	80	94.046875
world_5	7	200	97.07042253521126
world_6	9	37	90.2
world_7	10	153	93.22222222222223
world_8	9	28	88.06060606060606
world_9	13	166	91.33035714285714
world_10	12	81	89.25806451612904
world_1	20	193	116.25
world_2	7	147	116.62962962962963
world_3	20	114	96.76595744680851
world_4	10	92	94.73684210526316
world_5	4	104	95.91803278688525
world_6	6	188	98.44776119402985
world_7	10	28	89.96103896103897
world_8	15	187	94.68478260869566
world_9	10	27	88.66666666666667
world_10	8	31	85.4
world_1	12	139	110.0
world_2	1	118	109.23076923076923
world_3	4	100	108.88235294117646
world_4	13	12	67.03333333333333
world_5	6	53	67.30555555555556
world_6	7	183	76.48837209302326
world_7	11	103	77.55555555555556
world_8	9	147	81.61904761904762
world_9	7	81	83.45714285714286
world_10	14	94	82.46428571428571
world_1	15	153	108.86666666666666
world_2	11	58	87.26923076923077
world_3	12	56	75.89473684210526
world_4	9	41	71.44680851063829
world_5	13	171	80.26666666666667
world_6	9	180	84.01449275362319
world_7	3	181	85.72222222222223
world_8	5	143	87.77922077922078
world_9	20	25	73.17525773195877
world_10	20	164	76.65811965811966
world_1	12	135	109.58333333333333
world_2	9	8	66.80952380952381
world_3	14	175	84.71428571428571
world_4	17	79	74.21153846153847
world_5	7	16	67.98305084745763
world_6	3	132	70.35483870967742
world_7	19	58	62.876543209876544
world_8	12	51	61.333333333333336
world_9	9	179	66.45098039215686
world_10	11	67	66.45132743362832
world_1	17	154	107.41176470588235
world_2	17	96	87.94117647058823
world_3	20	128	83.20370370370371
world_4	9	86	83.26984126984127
world_5	2	11	82.21538461538462
world_6	11	22	73.86842105263158
world_7	19	192	81.6421052631579
world_8	7	173	84.41176470588235
world_9	19	117	82.55371900826447
world_10	13	173	85.8955223880597
world_1	13	72	63.76923076923077
world_2	5	64	71.83333333333333
world_3	6	90	77.79166666666667
world_4	4	88	81.53571428571429
world_5	9	134	89.10810810810811
world_6	17	192	96.61111111111111
world_7	16	41	81.7
world_8	2	89	82.43055555555556
world_9	8	48	80.8125
world_10	7	195	84.47126436781609
world_1	18	159	101.38888888888889
world_2	19	156	99.97297297297297
world_3	13	114	96.98
world_4	14	153	98.34375
world_5	4	42	97.26470588235294
world_6	5	163	98.98630136986301
world_7	20	188	99.36559139784946
world_8	7	120	100.26
world_9	4	76	100.04807692307692
world_10	4	153	100.91666666666667
world_1	6	18	35.0
world_2	11	89	68.3529411764706
world_3	14	144	84.96774193548387
world_4	2	89	85.84848484848484
world_5	7	95	88.075
world_6	18	1	61.53448275862069
world_7	1	79	62.30508474576271
world_8	16	52	57.52
world_9	8	178	63.89156626506024
world_10	14	168	70.72164948453609
world_1	19	82	53.578947368421055
world_2	12	90	62.61290322580645
world_3	10	32	56.63414634146341
world_4	20	157	70.0
world_5	19	109	70.2625
world_6	7	160	74.0919540229885
world_7	4	169	76.27472527472527
world_8	2	129	77.19354838709677
world_9	9	21	72.88235294117646
world_10	13	141	76.6
world_1	5	56	87.0
world_2	9	20	48.714285714285715
world_3	16	131	71.53333333333333
world_4	9	114	79.84615384615384
world_5	8	97	82.40425531914893
world_6	3	60	83.48
world_7	20	111	78.71428571428571
world_8	18	67	71.82954545454545
world_9	13	27	65.97029702970298
world_10	17	43	61.04237288135593
world_1	14	177	110.21428571428571
world_2	2	48	108.0625
world_3	14	23	66.9
world_4	1	119	68.41935483870968
world_5	13	155	81.9090909090909
world_6	9	150	87.77358490566037
world_7	5	134	88.84482758620689
world_8	3	13	86.06557377049181
world_9	3	132	87.359375
world_10	1	125	87.75384615384615
world_1	18	157	99.61111111111111
world_2	5	48	91.73913043478261
world_3	9	159	98.53125
world_4	10	107	99.04761904761905
world_5	2	5	95.1590909090909
world_6	11	169	100.01818181818182
world_7	3	139	100.75862068965517
world_8	1	12	99.2542372881356
world_9	20	196	101.67088607594937
world_10	16	167	102.25263157894737
world_1	9	38	44.22222222222222
world_2	15	123	75.625
world_3	12	68	70.16666666666667
world_4	3	52	71.41025641025641
world_5	7	129	77.43478260869566
world_6	19	77	69.81538461538462
world_7	11	171	75.77631578947368
world_8	20	8	61.552083333333336
world_9	19	10	52.834782608695654
world_10	20	196	61.82962962962963
world_1	14	180	122.42857142857143
world_2	4	21	104.22222222222223
world_3	3	185	107.71428571428571
world_4	19	167	105.55
world_5	10	10	87.24
world_6	17	147	89.95522388059702
world_7	5	186	92.625
world_8	13	24	82.17647058823529
world_9	13	12	72.92857142857143
world_10	19	1	61.675213675213676
world_1	8	165	118.375
world_2	15	199	122.95652173913044
world_3	7	156	122.36666666666666
world_4	14	17	88.20454545454545
world_5	6	128	91.14
world_6	4	141	92.74074074074075
world_7	6	155	95.55
world_8	15	3	77.4
world_9	18	61	70.50537634408602
world_10	18	143	73.8108108108108
world_1	20	88	54.7
world_2	7	34	53.0
world_3	16	142	70.93023255813954
world_4	12	7	57.29090909090909
world_5	2	117	59.21052631578947
world_6	3	94	61.5
world_7	16	37	54.89473684210526
world_8	9	194	62.50588235294118
world_9	11	94	66.0
world_10	8	195	70.82692307692308
world_1	7	100	104.0
world_2	11	143	106.88888888888889
world_3	20	140	95.94736842105263
world_4	15	79	86.47169811320755
world_5	19	28	68.80555555555556
world_6	1	21	68.10958904109589
world_7	19	160	74.92391304347827
world_8	3	37	74.88421052631578
world_9	1	135	75.28125
world_10	14	5	66.66363636363636
world_1	19	189	109.3157894736842
world_2	12	11	71.83870967741936
world_3	2	52	73.42424242424242
world_4	7	66	74.65
world_5	14	6	57.333333333333336
world_6	12	40	54.21212121212121
world_7	15	15	46.67901234567901
world_8	5	178	51.151162790697676
world_9	7	33	51.39784946236559
world_10	6	172	55.686868686868685
world_1	8	45	61.0
world_2	9	182	92.6470588235294
world_3	3	65	92.4
world_4	19	163	95.15384615384616
world_5	17	33	74.17857142857143
world_6	11	12	64.55223880597015
world_7	3	173	67.05714285714286
world_8	12	188	75.2560975609756
world_9	10	104	77.3804347826087
world_10	4	153	79.02083333333333
world_1	11	40	43.72727272727273
world_2	6	15	37.1764705882353
world_3	20	38	30.945945945945947
world_4	9	30	31.804347826086957
world_5	4	111	38.12
world_6	19	138	50.17391304347826
world_7	5	175	55.12162162162162
world_8	8	77	58.08536585365854
world_9	7	66	59.325842696629216
world_10	5	56	59.42553191489362
world_1	13	27	27.615384615384617
world_2	7	110	53.4
world_3	15	9	34.542857142857144
world_4	3	112	40.421052631578945
world_5	14	196	62.09615384615385
world_6	10	96	66.08064516129032
world_7	4	189	69.5
world_8	9	149	74.48
world_9	10	187	80.15294117647059
world_10	3	125	81.25
world_1	6	107	111.16666666666667
world_2	15	134	101.66666666666667
world_3	18	68	76.41025641025641
world_4	4	107	79.69767441860465
world_5	11	73	76.66666666666667
world_6	7	87	78.29508196721312
world_7	2	93	79.04761904761905
world_8	6	43	78.2463768115942
world_9	19	79	72.36363636363636
world_10	13	114	74.8019801980198
world_1	6	75	96.83333333333333
world_2	13	168	106.78947368421052
world_3	8	166	110.96296296296296
world_4	8	121	110.11428571428571
world_5	12	124	109.57446808510639
world_6	12	14	90.62711864406779
world_7	18	189	91.67532467532467
world_8	6	194	94.26506024096386
world_9	19	25	80.13725490196079
world_10	15	112	78.68376068376068
world_1	11	176	119.45454545454545
world_2	14	99	98.0
world_3	17	50	73.30952380952381
world_4	5	118	77.0
world_5	2	188	79.0
world_6	19	137	81.45588235294117
world_7	5	184	84.57534246575342
world_8	2	67	84.54666666666667
world_9	10	83	84.76470588235294
world_10	2	131	85.35632183908046
world_1	14	186	120.71428571428571
world_2	5	105	118.84210526315789
world_3	8	113	114.62962962962963
world_4	4	99	114.12903225806451
world_5	4	92	113.4
world_6	18	95	96.67924528301887
world_7	4	121	97.6842105263158
world_8	7	9	88.890625
world_9	11	85	88.14666666666666
world_10	7	75	87.3048780487805
world_1	17	36	27.11764705882353
world_2	7	9	23.875
world_3	10	34	28.558823529411764
world_4	3	146	36.027027027027025
world_5	5	81	43.142857142857146
world_6	7	99	50.04081632653061
world_7	8	71	54.64912280701754
world_8	18	80	54.413333333333334
world_9	19	90	55.170212765957444
world_10	7	53	56.0
world_1	17	13	10.882352941176471
world_2	6	93	33.391304347826086
world_3	10	106	51.27272727272727
world_4	13	187	69.84782608695652
world_5	14	21	57.916666666666664
world_6	20	40	50.0375
world_7	16	167	60.71875
world_8	1	56	61.134020618556704
world_9	6	37	60.067961165048544
world_10	12	63	60.02608695652174
world_1	12	56	49.083333333333336
world_2	3	100	60.0
world_3	20	164	80.94285714285714
world_4	13	120	83.64583333333333
world_5	16	8	64.96875
world_6	18	30	55.573170731707314
world_7	8	40	55.56666666666667
world_8	13	121	60.689320388349515
world_9	4	119	62.626168224299064
world_10	7	169	66.19298245614036
world_1	2	95	112.5
world_2	8	151	114.5
world_3	4	16	89.21428571428571
world_4	17	71	68.74193548387096
world_5	10	57	67.53658536585365
world_6	15	136	74.57142857142857
world_7	11	80	73.7910447761194
world_8	5	146	76.94444444444444
world_9	18	185	83.4
world_10	16	54	77.14150943396227
world_1	11	168	115.72727272727273
world_2	17	85	82.71428571428571
world_3	20	116	77.95833333333333
world_4	8	92	77.75
world_5	12	48	72.16176470588235
world_6	1	182	72.8695652173913
world_7	18	175	79.02298850574712
world_8	9	150	82.35416666666667
world_9	20	43	72.99137931034483
world_10	14	9	66.24615384615385
world_1	17	46	33.05882352941177
world_2	4	1	27.476190476190474
world_3	7	5	22.892857142857142
world_4	16	151	49.18181818181818
world_5	20	12	37.0625
world_6	8	43	39.52777777777778
world_7	18	22	35.15555555555556
world_8	12	166	45.01960784313726
world_9	7	91	48.293577981651374
world_10	12	168	55.082644628099175
world_1	12	48	44.916666666666664
world_2	18	27	30.0
world_3	13	149	53.27906976744186
world_4	8	30	51.27450980392157
world_5	8	56	54.42372881355932
world_6	11	178	65.18571428571428
world_7	7	183	70.35064935064935
world_8	1	138	70.92307692307692
world_9	18	125	73.48958333333333
world_10	12	15	67.18518518518519
world_1	16	186	120.0625
world_2	10	111	109.88461538461539
world_3	8	42	97.76470588235294
world_4	4	191	100.94736842105263
world_5	12	155	104.04
world_6	15	121	101.3076923076923
world_7	1	136	101.39393939393939
world_8	17	24	84.53012048192771
world_9	11	147	88.04255319148936
world_10	8	63	86.56862745098039
world_1	11	192	125.54545454545455
world_2	13	84	98.20833333333333
world_3	1	64	98.36
world_4	1	165	98.92307692307692
world_5	11	118	99.56756756756756
world_6	14	70	88.68627450980392
world_7	20	181	94.77464788732394
world_8	18	51	82.70786516853933
world_9	20	72	75.95412844036697
world_10	9	97	77.85593220338983
world_1	1	86	112.0
world_2	9	150	115.9
world_3	20	106	82.6
world_4	6	97	86.0
world_5	9	146	90.26666666666667
world_6	19	78	78.578125
world_7	5	186	82.04347826086956
world_8	5	94	83.58108108108108
world_9	16	81	79.42222222222222
world_10	10	182	83.7
world_1	3	131	118.66666666666667
world_2	10	170	120.92307692307692
world_3	8	93	111.80952380952381
world_4	8	58	99.62068965517241
world_5	14	176	105.67441860465117
world_6	16	145	102.42372881355932
world_7	18	44	85.76623376623377
world_8	6	21	82.44578313253012
world_9	7	121	84.87777777777778
world_10	19	101	80.55963302752293
world_1	8	58	69.5
world_2	14	58	56.68181818181818
world_3	19	51	45.951219512195124
world_4	20	121	55.16393442622951
world_5	5	31	55.34848484848485
world_6	15	159	65.48148148148148
world_7	5	198	69.1046511627907
world_8	10	60	68.71875
world_9	4	140	70.65
world_10	18	82	68.30508474576271
world_1	7	43	56.57142857142857
world_2	11	104	76.55555555555556
world_3	3	10	69.71428571428571
world_4	1	6	68.4090909090909
world_5	8	3	51.63333333333333
world_6	18	131	65.08333333333333
world_7	3	8	63.09803921568628
world_8	3	125	66.18518518518519
world_9	4	162	69.84482758620689
world_10	10	106	74.8529411764706
world_1	5	139	118.2
world_2	6	147	117.81818181818181
world_3	16	191	116.74074074074075
world_4	14	93	103.07317073170732
world_5	13	31	85.31481481481481
world_6	3	91	86.47368421052632
world_7	9	179	91.36363636363636
world_8	3	163	92.81159420289855
world_9	4	184	94.6986301369863
world_10	10	74	92.25301204819277
world_1	6	169	122.83333333333333
world_2	15	181	115.71428571428571
world_3	3	142	116.25
world_4	5	188	117.06896551724138
world_5	7	11	98.47222222222223
world_6	7	112	99.06976744186046
world_7	8	145	102.0
world_8	18	70	87.82608695652173
world_9	17	134	88.77906976744185
world_10	6	132	90.58695652173913
world_1	16	6	7.875
world_2	11	71	28.59259259259259
world_3	5	41	35.28125
world_4	9	19	33.073170731707314
world_5	15	41	33.142857142857146
world_6	2	40	34.55172413793103
world_7	12	71	40.2
world_8	7	190	47.94805194805195
world_9	9	166	55.63953488372093
world_10	11	144	61.422680412371136
world_1	2	42	68.0
world_2	14	169	111.6875
world_3	12	52	85.10714285714286
world_4	15	117	84.5813953488372
world_5	7	58	83.5
world_6	9	30	76.33898305084746
world_7	4	24	74.87301587301587
world_8	16	168	82.75949367088607
world_9	7	65	81.96511627906976
world_10	17	107	80.96116504854369
world_1	7	165	120.85714285714286
world_2	8	90	106.33333333333333
world_3	9	89	101.875
world_4	5	190	105.82758620689656
world_5	5	82	105.6470588235294
world_6	6	72	104.025
world_7	17	77	88.96491228070175
world_8	14	179	94.04225352112677
world_9	12	154	96.98795180722891
world_10	18	166	96.63366336633663
world_1	10	194	123.8
world_2	18	57	69.89285714285714
world_3	4	82	74.21875
world_4	19	165	85.07843137254902
world_5	10	88	85.55737704918033
world_6	12	12	73.78082191780823
world_7	5	173	76.98717948717949
world_8	7	86	79.08235294117647
world_9	16	120	80.78217821782178
world_10	3	86	81.35576923076923
world_1	4	120	111.5
world_2	7	169	116.9090909090909
world_3	4	164	117.13333333333334
world_4	14	199	119.93103448275862
world_5	15	149	115.70454545454545
world_6	14	136	110.67241379310344
world_7	17	8	87.57333333333334
world_8	14	105	87.2247191011236
world_9	17	135	87.66981132075472
world_10	9	143	89.52173913043478
world_1	9	81	91.33333333333333
world_2	15	82	74.66666666666667
world_3	3	134	79.14814814814815
world_4	8	34	70.48571428571428
world_5	10	48	66.75555555555556
world_6	1	56	67.23913043478261
world_7	4	24	66.1
world_8	10	12	57.8
world_9	17	53	53.701298701298704
world_10	16	51	51.086021505376344
world_1	18	71	48.611111111111114
world_2	2	56	54.35
world_3	19	94	57.256410256410255
world_4	19	83	56.275862068965516
world_5	1	86	57.152542372881356
world_6	5	30	56.984375
world_7	20	195	70.77380952380952
world_8	16	110	71.87
world_9	3	63	72.70873786407768
world_10	20	10	62.34959349593496
world_1	12	58	56.75
world_2	11	19	40.43478260869565
world_3	16	148	66.61538461538461
world_4	5	69	69.11363636363636
world_5	14	97	70.67241379310344
world_6	7	79	73.96923076923076
world_7	15	72	70.45
world_8	17	136	74.28865979381443
world_9	12	142	78.33944954128441
world_10	14	137	79.34959349593495
world_1	5	167	123.0
world_2	3	151	120.25
world_3	6	186	121.07142857142857
world_4	20	161	108.3529411764706
world_5	12	20	85.80434782608695
world_6	11	111	88.28070175438596
world_7	12	44	80.33333333333333
world_8	9	14	73.33333333333333
world_9	6	68	74.5
world_10	9	58	73.66666666666667
world_1	8	45	54.375
world_2	7	79	71.2
world_3	3	199	80.38888888888889
world_4	15	63	67.0
world_5	5	183	74.55263157894737
world_6	13	52	67.17647058823529
world_7	16	197	80.71641791044776
world_8	3	111	82.17142857142858
world_9	7	131	84.97402597402598
world_10	10	87	84.85057471264368
world_1	6	66	87.5
world_2	5	194	104.9090909090909
world_3	20	76	67.74193548387096
world_4	9	119	77.175
world_5	3	153	79.97674418604652
world_6	9	200	87.96153846153847
world_7	5	130	90.28070175438596
world_8	19	115	85.98684210526316
world_9	15	100	83.41758241758242
world_10	4	147	84.8
world_1	10	133	110.4
world_2	8	20	73.77777777777777
world_3	8	70	73.61538461538461
world_4	9	71	75.94285714285714
world_5	11	130	82.19565217391305
world_6	2	59	82.47916666666667
world_7	6	102	85.12962962962963
world_8	9	66	83.47619047619048
world_9	8	158	87.28169014084507
world_10	13	64	82.94047619047619
world_1	16	129	96.5625
world_2	1	114	97.23529411764706
world_3	2	115	98.73684210526316
world_4	6	11	80.2
world_5	1	171	81.8076923076923
world_6	3	124	85.10344827586206
world_7	2	193	87.83870967741936
world_8	20	50	66.11764705882354
world_9	9	61	66.13333333333334
world_10	19	165	74.34177215189874
world_1	2	163	121.5
world_2	11	35	50.84615384615385
world_3	19	151	75.125
world_4	17	19	54.42857142857143
world_5	5	175	60.74074074074074
world_6	16	15	49.74285714285714
world_7	18	85	51.47727272727273
world_8	16	107	54.79807692307692
world_9	11	135	60.278260869565216
world_10	9	147	64.30645161290323
world_1	17	74	52.529411764705884
world_2	7	5	39.916666666666664
world_3	1	188	43.28
world_4	11	98	56.72222222222222
world_5	2	44	58.05263157894737
world_6	11	74	61.42857142857143
world_7	6	107	66.69090909090909
world_8	9	102	72.09375
world_9	19	158	76.91566265060241
world_10	2	32	76.74117647058823
world_1	10	84	86.4
world_2	5	197	99.93333333333334
world_3	10	51	82.52
world_4	1	93	83.5
world_5	8	88	86.97058823529412
world_6	18	200	92.46153846153847
world_7	19	107	86.32394366197182
world_8	4	124	87.54666666666667
world_9	19	39	75.36170212765957
world_10	2	174	76.35416666666667
world_1	19	137	82.21052631578948
world_2	13	165	92.75
world_3	3	164	95.31428571428572
world_4	8	151	99.81395348837209
world_5	9	109	99.42307692307692
world_6	4	36	97.69642857142857
world_7	6	3	89.0
world_8	3	155	90.50769230769231
world_9	11	4	78.47368421052632
world_10	14	124	81.6
world_1	3	60	96.0
world_2	6	132	104.55555555555556
world_3	6	178	111.93333333333334
world_4	9	115	111.54166666666667
world_5	9	85	107.36363636363636
world_6	7	58	101.875
world_7	5	84	100.64444444444445
world_8	16	113	95.72131147540983
world_9	10	104	96.56338028169014
world_10	5	71	95.23684210526316
world_1	8	181	121.25
world_2	7	54	98.73333333333333
world_3	4	86	99.84210526315789
world_4	15	11	60.5
world_5	5	45	61.56410256410256
world_6	8	108	69.36170212765957
world_7	7	9	62.55555555555556
world_8	18	117	66.38888888888889
world_9	12	194	73.9047619047619
world_10	7	87	75.76923076923077
world_1	8	31	43.25
world_2	13	62	48.42857142857143
world_3	6	194	62.25925925925926
world_4	9	64	65.19444444444444
world_5	17	85	63.905660377358494
world_6	10	71	64.95238095238095
world_7	1	166	65.6875
world_8	4	39	66.54411764705883
world_9	14	107	69.8780487804878
world_10	3	146	71.50588235294117
world_1	20	13	10.6
world_2	11	166	48.516129032258064
world_3	6	51	53.0
world_4	20	181	73.66666666666667
world_5	8	159	78.98461538461538
world_6	13	15	68.44871794871794
world_7	20	158	73.62244897959184
world_8	3	76	74.3069306930693
world_9	13	44	70.49122807017544
world_10	3	162	71.84615384615384
world_1	13	64	56.92307692307692
world_2	18	161	84.96774193548387
world_3	4	121	87.51428571428572
world_4	15	137	92.28
world_5	9	143	95.72881355932203
world_6	15	89	89.86486486486487
world_7	2	133	90.4342105263158
world_8	19	65	80.97894736842105
world_9	6	183	83.45544554455445
world_10	6	40	82.2803738317757
world_1	8	87	92.875
world_2	16	56	60.166666666666664
world_3	6	111	70.16666666666667
world_4	20	67	58.96
world_5	14	164	70.34375
world_6	4	97	72.51470588235294
world_7	14	149	77.35365853658537
world_8	19	15	64.98019801980197
world_9	19	142	68.81666666666666
world_10	1	141	69.25619834710744
world_1	2	116	112.5
world_2	13	110	92.53333333333333
world_3	11	55	76.88461538461539
world_4	16	54	63.45238095238095
world_5	16	190	79.56896551724138
world_6	5	53	79.41269841269842
world_7	13	129	83.44736842105263
world_8	18	137	84.95744680851064
world_9	2	123	85.63541666666667
world_10	13	4	76.09174311926606
world_1	16	40	31.9375
world_2	1	155	37.23529411764706
world_3	8	154	64.0
world_4	6	146	74.35483870967742
world_5	9	145	82.45
world_6	18	121	81.84482758620689
world_7	18	190	91.02631578947368
world_8	8	110	92.16666666666667
world_9	16	116	90.64
world_10	8	7	84.73148148148148
world_1	8	38	54.5
world_2	15	83	60.26086956521739
world_3	6	38	60.6551724137931
world_4	10	200	77.43589743589743
world_5	13	38	66.92307692307692
world_6	12	139	74.796875
world_7	6	61	75.48571428571428
world_8	18	182	82.44318181818181
world_9	5	81	83.05376344086021
world_10	1	88	83.30851063829788
world_1	17	123	86.47058823529412
world_2	4	196	94.0
world_3	12	61	80.33333333333333
world_4	1	81	80.91176470588235
world_5	12	184	92.15217391304348
world_6	15	147	94.88524590163935
world_7	6	157	97.07462686567165
world_8	7	173	98.82432432432432
world_9	19	185	101.43010752688173
world_10	8	26	96.39603960396039
world_1	18	79	53.77777777777778
world_2	12	15	39.13333333333333
world_3	5	74	44.48571428571429
world_4	20	152	60.78181818181818
world_5	6	40	61.442622950819676
world_6	16	1	49.37662337662338
world_7	4	193	53.08641975308642
world_8	4	113	55.917647058823526
world_9	9	126	61.297872340425535
world_10	14	175	68.12037037037037
world_1	5	7	18.6
world_2	11	10	14.9375
world_3	16	38	22.5625
world_4	11	181	47.604651162790695
world_5	2	68	50.111111111111114
world_6	11	6	41.892857142857146
world_7	7	13	39.73015873015873
world_8	7	55	42.94285714285714
world_9	19	34	38.93258426966292
world_10	1	63	39.53333333333333
world_1	15	122	88.26666666666667
world_2	13	49	67.96428571428571
world_3	5	196	76.87878787878788
world_4	17	105	73.46
world_5	20	38	59.75714285714286
world_6	11	32	56.25925925925926
world_7	13	157	63.95744680851064
world_8	9	176	69.07766990291262
world_9	10	195	73.88495575221239
world_10	16	164	77.7984496124031
world_1	3	112	111.0
world_2	5	28	75.125
world_3	17	107	75.04
world_4	20	5	44.2
world_5	3	74	47.8125
world_6	10	63	50.96551724137931
world_7	10	198	62.088235294117645
world_8	7	114	66.37333333333333
world_9	15	40	60.75555555555555
world_10	17	146	66.33644859813084
world_1	2	186	122.5
world_2	4	130	116.5
world_3	12	172	116.83333333333333
world_4	1	31	114.21052631578948
world_5	18	99	90.16216216216216
world_6	6	93	91.6046511627907
world_7	3	3	86.47826086956522
world_8	3	10	83.04081632653062
world_9	10	176	89.72881355932203
world_10	17	127	89.17105263157895
world_1	9	92	91.44444444444444
world_2	8	19	61.64705882352941
world_3	4	171	73.33333333333333
world_4	13	82	72.11764705882354
world_5	6	96	76.625
world_6	4	187	80.75
world_7	13	196	90.85964912280701
world_8	7	191	94.609375
world_9	1	21	94.15384615384616
world_10	17	180	98.28048780487805
world_1	3	199	127.0
world_2	16	143	101.73684210526316
world_3	7	19	82.8076923076923
world_4	18	153	89.13636363636364
